id,date,likes,comments,reposts,views
10923,2023-12-27 11:16:00,387,0,10,5557
10918,2023-12-26 21:16:00,578,2,21,6634
10915,2023-12-26 09:16:00,1182,2,32,20196
10908,2023-12-25 16:16:00,654,0,19,10745
10904,2023-12-25 06:16:00,859,2,20,12406
10897,2023-12-24 18:16:00,572,1,6,9877
10895,2023-12-24 08:16:00,759,3,20,11046
10889,2023-12-23 15:16:00,585,2,13,8957
10887,2023-12-23 03:16:00,577,3,16,8750
10878,2023-12-22 17:16:00,658,4,19,8932
10875,2023-12-22 07:16:00,924,0,27,12588
10864,2023-12-21 18:16:00,428,1,5,6540
10860,2023-12-21 10:16:00,912,2,25,13224
10857,2023-12-20 22:16:00,1470,3,38,20376
10852,2023-12-20 12:16:00,1012,0,37,13936
10846,2023-12-19 19:16:00,892,3,13,14554
10842,2023-12-19 07:16:00,616,2,14,10471
10836,2023-12-18 20:16:00,404,1,8,4922
10833,2023-12-18 08:16:00,600,1,14,10774
10830,2023-12-17 19:16:00,468,0,13,5273
10828,2023-12-17 04:16:00,481,1,8,10267
10825,2023-12-16 17:16:00,1469,4,55,21765
10821,2023-12-16 06:16:00,614,1,18,11292
10811,2023-12-15 18:16:00,683,0,15,10482
10806,2023-12-15 10:16:00,713,0,15,11734
10797,2023-12-14 23:16:00,480,4,16,8373
10792,2023-12-14 14:16:00,739,1,11,9750
10786,2023-12-13 19:16:00,399,0,15,5038
10785,2023-12-13 11:16:00,558,0,19,9898
10782,2023-12-12 21:16:00,567,1,24,6195
10773,2023-12-12 08:16:00,786,2,20,13533
10763,2023-12-11 18:16:00,376,0,9,4270
10758,2023-12-11 07:16:00,798,0,19,12563
10752,2023-12-10 20:16:00,441,6,7,4794
10744,2023-12-10 10:16:00,1210,2,37,20572
10738,2023-12-09 16:16:00,374,0,11,4724
10735,2023-12-09 04:16:00,1247,3,32,29097
10730,2023-12-08 17:16:00,651,2,11,11135
10723,2023-12-08 09:16:00,744,1,17,11747
10722,2023-12-07 19:16:00,1015,1,25,17967
10720,2023-12-07 08:16:00,580,4,14,12731
10711,2023-12-06 22:16:00,416,0,8,4965
10709,2023-12-06 12:16:00,462,0,13,6681
10701,2023-12-05 21:16:00,395,2,11,5024
10699,2023-12-05 10:16:00,559,2,7,8888
10695,2023-12-04 18:16:00,626,0,25,9049
10694,2023-12-04 07:16:00,546,0,17,8767
10691,2023-12-03 13:16:00,485,0,9,7799
10688,2023-12-03 00:16:00,533,1,11,8012
10683,2023-12-02 15:16:00,544,1,12,7422
10679,2023-12-02 03:16:00,1155,1,33,18912
10673,2023-12-01 17:16:00,690,6,21,10906
10664,2023-12-01 08:16:00,633,1,18,9375
10663,2023-11-30 20:16:00,383,0,14,4845
10660,2023-11-30 11:16:00,383,0,10,6860
10655,2023-11-29 19:16:00,767,2,15,10274
10644,2023-11-29 09:16:00,646,1,15,9346
10637,2023-11-28 16:16:00,632,0,14,8851
10634,2023-11-28 05:16:00,1782,9,74,33908
10626,2023-11-27 17:16:00,500,0,13,8620
10623,2023-11-27 07:16:00,1077,0,22,17022
10618,2023-11-26 20:16:00,411,3,15,5677
10610,2023-11-26 11:16:50,598,3,27,11051
10605,2023-11-25 18:16:00,449,1,9,8411
10601,2023-11-25 08:16:00,908,1,25,14851
10598,2023-11-24 17:16:00,617,2,12,9232
10595,2023-11-24 05:16:00,494,0,12,8203
10591,2023-11-23 20:16:00,507,3,14,18548
10586,2023-11-23 09:16:00,641,1,18,17877
10585,2023-11-22 19:16:08,645,0,16,11650
10575,2023-11-22 08:16:01,384,0,9,7419
10572,2023-11-21 21:16:00,688,1,24,10562
10564,2023-11-21 10:16:00,885,0,28,16179
10561,2023-11-20 18:16:00,523,0,8,8419
10555,2023-11-20 07:16:00,678,2,25,10243
10543,2023-11-19 16:16:00,636,3,11,8796
10535,2023-11-19 04:16:00,569,3,10,8340
10533,2023-11-18 17:16:00,688,0,11,11034
10527,2023-11-18 09:16:01,454,1,12,8236
10522,2023-11-17 22:16:00,599,1,14,9176
10520,2023-11-17 12:16:00,531,1,12,7378
10513,2023-11-16 20:16:00,523,3,14,6231
10505,2023-11-16 08:16:00,1668,1,35,44668
10502,2023-11-15 19:16:00,853,3,13,14858
10498,2023-11-15 07:16:00,434,1,13,5848
10494,2023-11-14 19:16:00,815,0,21,12954
10490,2023-11-14 08:16:00,791,1,14,13506
10489,2023-11-13 23:16:00,409,0,10,6446
10488,2023-11-13 13:16:00,547,0,7,8154
10487,2023-11-12 22:16:00,431,0,3,5556
10477,2023-11-12 10:16:00,452,1,12,5792
10475,2023-11-11 18:16:00,1134,1,28,18408
10469,2023-11-11 09:16:00,368,0,13,5296
10468,2023-11-10 21:16:00,896,0,17,15445
10463,2023-11-10 11:16:00,808,4,11,15567
10452,2023-11-09 15:16:00,837,1,18,11945
10451,2023-11-09 06:16:00,676,1,18,7297
10446,2023-11-08 19:16:00,504,2,19,6239
10445,2023-11-08 10:16:00,476,0,8,6757
10442,2023-11-07 17:16:00,512,0,11,6796
10441,2023-11-07 07:16:00,433,0,8,7935
10434,2023-11-06 20:16:00,584,2,16,7026
10428,2023-11-06 03:16:00,345,3,6,5494
10424,2023-11-05 16:16:00,1317,4,34,31041
10419,2023-11-05 08:16:00,763,2,11,15982
10414,2023-11-04 18:16:00,921,7,20,14994
10411,2023-11-04 06:16:00,506,0,11,6125
10400,2023-11-03 15:16:00,513,7,14,5940
10396,2023-11-03 04:16:00,361,0,13,5466
10394,2023-11-02 17:16:00,476,1,7,5573
10386,2023-11-02 07:16:00,587,6,10,6563
10377,2023-11-01 19:16:00,385,2,9,5356
10373,2023-11-01 09:16:00,404,1,8,5825
10368,2023-10-31 21:16:00,1070,2,21,19006
10362,2023-10-31 13:16:00,1219,5,35,18597
10350,2023-10-30 22:16:00,597,3,8,10280
10342,2023-10-30 11:16:00,942,3,14,15495
10326,2023-10-29 23:16:00,1619,25,151,21331
10321,2023-10-29 12:16:00,858,0,20,11977
10319,2023-10-28 18:16:00,655,2,11,9599
10318,2023-10-28 07:16:00,955,0,22,17456
10312,2023-10-27 20:16:00,747,1,14,10642
10304,2023-10-27 09:16:00,745,0,21,10967
10299,2023-10-26 21:16:00,695,7,27,10424
10298,2023-10-26 10:16:00,842,1,12,27498
10297,2023-10-25 17:16:00,495,0,11,6407
10294,2023-10-25 08:16:00,890,2,14,14891
10285,2023-10-24 16:16:00,853,0,12,12875
10282,2023-10-24 05:16:00,507,0,7,8441
10280,2023-10-23 19:16:00,1148,1,42,19685
10271,2023-10-23 07:16:00,552,3,11,8162
10266,2023-10-22 18:16:00,428,0,9,5590
10263,2023-10-22 10:16:00,451,0,10,5838
10262,2023-10-21 20:16:00,384,0,6,5221
10257,2023-10-21 12:16:00,663,1,11,12987
10251,2023-10-20 22:16:00,488,2,11,5872
10243,2023-10-20 09:16:00,1172,1,19,19773
10240,2023-10-19 21:16:00,1023,4,21,15034
10234,2023-10-19 11:16:00,439,1,7,5537
10228,2023-10-18 18:16:00,960,4,23,13332
10227,2023-10-18 03:16:00,1385,0,34,24953
10225,2023-10-17 17:16:00,469,0,7,5552
10219,2023-10-17 06:16:00,1127,1,30,17294
10205,2023-10-16 19:16:00,249,1,25,6005
10201,2023-10-16 09:16:00,814,2,22,10592
10195,2023-10-15 20:16:00,561,0,8,6601
10186,2023-10-15 08:16:00,630,5,20,7183
10181,2023-10-14 18:16:00,478,1,9,5797
10173,2023-10-14 10:16:00,416,2,5,5747
10167,2023-10-13 15:16:00,486,3,9,5671
10161,2023-10-13 04:16:00,492,3,9,6312
10152,2023-10-12 17:16:00,392,2,16,5105
10143,2023-10-12 07:16:00,1246,11,17,37247
10135,2023-10-11 19:16:00,1360,4,25,26592
10125,2023-10-11 09:16:00,456,3,14,6183
10120,2023-10-10 16:16:00,968,5,18,16553
10118,2023-10-10 06:16:00,853,1,22,12600
10098,2023-10-09 21:16:00,841,5,37,8027
10093,2023-10-09 11:16:00,754,4,16,12751
10086,2023-10-08 19:16:00,427,2,10,5544
10081,2023-10-08 12:16:00,840,1,28,13359
10073,2023-10-07 19:16:00,866,3,20,12590
10067,2023-10-07 08:16:00,883,0,17,12177
10058,2023-10-06 18:16:00,400,0,10,5570
10048,2023-10-06 10:16:00,2867,22,117,78448
10038,2023-10-05 17:16:00,504,1,10,5880
10031,2023-10-05 06:16:00,992,9,26,15191
10024,2023-10-04 13:16:00,451,1,4,6582
10017,2023-10-04 00:16:00,756,3,20,12552
10013,2023-10-03 15:16:00,934,1,18,12870
10007,2023-10-03 03:16:00,716,3,8,10143
10004,2023-10-02 21:16:00,416,3,4,5443
9995,2023-10-02 09:16:00,808,8,15,44773
9975,2023-10-01 16:16:00,698,1,18,11038
9969,2023-10-01 04:16:00,895,6,21,14804
9967,2023-09-30 18:16:00,796,0,22,12118
9963,2023-09-30 08:16:00,629,3,10,9762
9960,2023-09-29 20:16:00,850,1,17,13877
9953,2023-09-29 12:16:00,402,3,4,6036
9948,2023-09-28 19:16:00,1020,0,31,13855
9945,2023-09-28 11:16:00,826,3,26,12167
9940,2023-09-27 17:16:00,838,2,13,11330
9932,2023-09-27 07:16:00,686,2,12,10348
9924,2023-09-26 19:16:00,944,6,29,21891
9917,2023-09-26 10:16:00,828,2,27,9331
9916,2023-09-25 18:16:00,987,0,22,17802
9904,2023-09-25 08:16:00,918,3,17,16734
9893,2023-09-24 17:16:00,943,4,29,15914
9884,2023-09-24 09:16:00,1771,7,49,37883
9881,2023-09-23 21:16:00,460,2,7,5975
9873,2023-09-23 11:16:00,647,4,18,7519
9871,2023-09-22 22:16:00,628,1,9,6994
9865,2023-09-22 06:16:00,673,4,10,7647
9863,2023-09-21 16:16:00,611,1,18,7077
9857,2023-09-21 07:16:00,326,2,7,6131
9855,2023-09-20 20:16:00,407,2,6,6051
9850,2023-09-20 08:16:00,471,1,8,6254
9835,2023-09-19 18:16:00,767,1,35,16904
9832,2023-09-19 09:16:00,913,1,18,30607
9826,2023-09-18 17:16:00,1040,4,17,15452
9819,2023-09-18 05:16:00,1085,8,33,20869
9815,2023-09-17 19:16:00,451,6,8,8987
9812,2023-09-17 10:16:00,464,0,7,6375
9801,2023-09-16 15:16:00,951,3,38,16507
9796,2023-09-16 06:16:00,748,1,18,12450
9793,2023-09-15 17:16:00,1600,5,55,30380
9791,2023-09-15 09:16:00,896,0,18,13424
9786,2023-09-14 23:16:00,551,3,12,8689
9784,2023-09-14 12:16:00,450,1,7,6632
9782,2023-09-13 21:16:00,455,1,9,5853
9779,2023-09-13 08:16:00,1346,4,53,22304
9775,2023-09-12 20:16:00,941,3,20,14839
9763,2023-09-12 10:16:00,764,3,15,12761
9761,2023-09-11 18:16:00,448,2,6,6010
9756,2023-09-11 07:16:00,502,0,10,6908
9749,2023-09-10 17:16:00,530,4,11,6789
9743,2023-09-10 03:16:00,1010,2,25,21008
9723,2023-09-09 14:16:00,1040,7,25,17674
9720,2023-09-09 04:16:00,1557,3,51,30112
9716,2023-09-08 17:16:00,847,4,16,13259
9709,2023-09-08 09:16:00,923,3,19,17012
9698,2023-09-07 20:16:00,539,8,23,8050
9692,2023-09-07 02:16:00,1112,2,34,19965
9686,2023-09-06 15:16:00,574,5,11,11339
9684,2023-09-06 05:16:00,743,2,15,11228
9673,2023-09-05 18:16:00,413,0,4,7542
9669,2023-09-05 07:16:00,776,0,12,12317
9658,2023-09-04 16:16:00,847,2,10,13136
9651,2023-09-04 08:16:00,575,4,16,7044
9641,2023-09-03 19:16:00,469,6,19,6960
9635,2023-09-03 09:16:00,739,4,25,14283
9632,2023-09-02 23:16:00,951,3,25,15948
9621,2023-09-02 12:16:00,283,1,19,5934
9617,2023-09-01 20:16:00,2506,10,111,52869
9615,2023-09-01 11:16:00,426,0,8,6451
9606,2023-08-31 21:16:00,1266,3,35,19889
9603,2023-08-31 10:16:00,355,1,4,5471
9602,2023-08-30 22:16:00,460,0,8,5927
9597,2023-08-30 12:16:00,944,2,29,17933
9589,2023-08-29 19:16:00,830,1,19,13807
9583,2023-08-29 06:16:00,512,0,13,9536
9577,2023-08-28 13:16:00,834,2,16,13673
9575,2023-08-28 03:16:00,1030,1,22,18549
9572,2023-08-27 15:16:00,508,0,10,9160
9567,2023-08-27 07:16:00,639,1,18,10800
9562,2023-08-26 17:16:00,682,1,11,10375
9548,2023-08-26 00:16:00,1569,3,55,34855
9540,2023-08-25 16:16:00,521,4,12,9150
9535,2023-08-25 04:16:00,680,4,9,11362
9531,2023-08-24 18:16:00,807,2,16,10873
9522,2023-08-23 23:16:00,821,2,15,12509
9516,2023-08-23 08:16:00,426,2,4,7651
9510,2023-08-22 22:16:00,790,4,18,11870
9504,2023-08-22 09:16:00,654,1,10,12815
9499,2023-08-21 17:16:00,531,1,8,9313
9495,2023-08-21 07:16:00,587,2,15,7318
9476,2023-08-20 20:16:00,537,16,21,8689
9468,2023-08-20 05:16:00,1065,2,26,18906
9463,2023-08-19 18:16:00,768,3,12,11686
9457,2023-08-19 10:16:00,924,4,33,13530
9447,2023-08-18 19:16:00,1222,3,39,28990
9443,2023-08-18 07:16:00,550,3,11,10053
9430,2023-08-17 21:16:00,734,8,17,12195
9427,2023-08-17 11:16:00,768,0,24,13019
9422,2023-08-16 20:16:00,747,1,18,11636
9420,2023-08-16 09:16:00,642,1,15,11627
9416,2023-08-15 21:16:00,492,3,12,6667
9413,2023-08-15 02:16:00,940,1,18,18034
9407,2023-08-14 17:16:00,541,2,11,11588
9401,2023-08-14 08:16:00,648,0,12,10786
9392,2023-08-13 18:16:00,644,7,18,12975
9385,2023-08-13 10:16:00,421,0,9,6055
9382,2023-08-12 19:16:00,382,1,6,5457
9379,2023-08-12 11:16:00,913,2,27,27221
9367,2023-08-11 15:16:00,544,4,10,9175
9363,2023-08-11 03:16:00,509,3,11,9122
9354,2023-08-10 21:16:00,607,2,15,9291
9343,2023-08-10 08:16:00,332,3,5,7271
9338,2023-08-09 23:16:00,701,4,15,11525
9331,2023-08-09 13:16:00,699,4,13,11819
9327,2023-08-08 21:16:00,654,2,14,10485
9320,2023-08-08 10:16:00,661,2,18,11362
9316,2023-08-07 20:16:00,389,1,4,7275
9307,2023-08-07 07:16:00,1040,6,24,22849
9299,2023-08-06 18:16:00,495,14,9,13337
9281,2023-08-06 08:16:00,679,2,15,10520
9275,2023-08-05 19:16:00,747,4,12,11052
9263,2023-08-05 09:16:00,743,3,15,11646
9245,2023-08-04 15:16:00,702,6,16,11042
9240,2023-08-04 03:16:00,970,5,24,13500
9230,2023-08-03 17:16:00,482,1,8,8489
9221,2023-08-03 06:16:00,613,3,16,10943
9206,2023-08-02 21:16:00,1265,33,77,20466
9202,2023-08-02 11:16:00,490,1,9,8295
9194,2023-08-01 17:16:00,529,7,6,9664
9188,2023-08-01 02:16:00,725,4,18,11648
9179,2023-07-31 18:16:00,520,1,8,7971
9173,2023-07-31 10:16:00,990,2,39,14461
9160,2023-07-30 22:16:00,1783,19,75,32901
9153,2023-07-30 13:16:00,785,4,25,12137
9147,2023-07-29 20:16:00,655,1,13,10416
9141,2023-07-29 09:16:00,776,6,23,13317
9139,2023-07-28 19:16:00,632,2,11,10171
9137,2023-07-28 08:16:00,782,1,23,11950
9134,2023-07-27 14:16:00,729,3,22,11423
9130,2023-07-27 00:16:00,729,3,20,11888
9124,2023-07-26 16:16:00,862,5,18,12919
9098,2023-07-26 07:16:00,398,0,5,7850
9095,2023-07-25 15:16:00,332,0,5,7043
9093,2023-07-25 04:16:00,405,1,7,6545
9091,2023-07-24 18:16:00,646,1,18,10233
9083,2023-07-24 09:16:00,926,2,28,15965
9068,2023-07-23 21:16:00,1664,23,100,26855
9062,2023-07-23 13:16:00,787,1,17,13984
9056,2023-07-22 23:16:00,901,1,27,15107
9053,2023-07-22 12:16:00,1036,1,23,14427
9046,2023-07-21 17:16:00,678,1,16,11652
9042,2023-07-21 09:16:00,557,1,13,8120
9039,2023-07-20 21:16:00,453,2,9,8236
9035,2023-07-20 11:16:00,785,0,17,12846
9028,2023-07-19 19:16:00,573,1,11,9359
9026,2023-07-19 08:16:00,470,1,9,7655
9022,2023-07-18 16:16:00,398,0,10,5882
9019,2023-07-18 06:16:00,304,1,4,5694
9017,2023-07-17 17:16:00,811,0,13,13009
9014,2023-07-17 07:16:00,1001,2,44,30611
9010,2023-07-16 18:16:00,763,2,9,11976
9006,2023-07-16 09:16:00,664,2,16,9952
9004,2023-07-15 21:16:00,419,0,4,7477
8993,2023-07-15 12:16:00,905,0,27,12468
8991,2023-07-14 23:16:00,859,1,18,11252
8988,2023-07-14 14:16:00,687,2,22,10807
8977,2023-07-13 19:16:00,2641,14,266,41987
8976,2023-07-13 10:16:00,503,0,7,9540
8971,2023-07-12 22:16:00,576,3,13,8253
8964,2023-07-12 11:16:00,833,4,16,13074
8962,2023-07-11 20:16:00,634,0,7,9902
8948,2023-07-11 09:16:00,631,1,12,10920
8944,2023-07-10 17:16:00,973,1,28,17258
8943,2023-07-10 07:16:00,410,3,4,6295
8937,2023-07-09 18:16:00,538,2,10,10616
8935,2023-07-09 10:16:00,523,1,8,9358
8929,2023-07-08 21:16:00,674,1,10,10490
8918,2023-07-08 07:16:00,755,5,23,9037
8913,2023-07-07 19:16:00,596,0,12,8463
8902,2023-07-07 09:16:00,731,4,11,9069
8893,2023-07-06 18:16:00,690,12,84,29763
8889,2023-07-06 06:16:00,768,3,25,8966
8881,2023-07-05 17:16:00,738,7,17,10885
8879,2023-07-05 07:16:00,505,0,8,7793
8878,2023-07-04 21:16:00,479,0,6,7585
8874,2023-07-04 13:16:00,569,3,14,7595
8873,2023-07-03 22:16:00,994,0,20,13553
8870,2023-07-03 11:16:00,432,0,12,7415
8867,2023-07-02 19:16:00,840,3,29,12449
8860,2023-07-02 09:16:00,262,2,7,5243
8852,2023-07-01 15:16:00,763,5,17,12924
8849,2023-07-01 01:16:00,523,1,8,6327
8842,2023-06-30 14:16:00,915,2,35,13859
8836,2023-06-30 04:16:00,751,4,17,10362
8820,2023-06-29 17:16:00,1947,17,295,40361
8790,2023-06-29 06:16:00,519,12,13,9152
8786,2023-06-28 20:16:00,744,2,15,10252
8781,2023-06-28 11:16:00,388,1,6,6235
8774,2023-06-27 21:16:00,1334,6,39,25140
8769,2023-06-27 12:16:00,895,1,23,14871
8758,2023-06-26 19:16:00,767,1,20,9476
8740,2023-06-26 08:16:00,285,8,8,5891
8731,2023-06-25 16:16:00,626,0,13,7798
8728,2023-06-25 07:16:00,904,0,25,12542
8723,2023-06-24 18:16:00,865,1,24,14643
8715,2023-06-24 09:16:00,763,2,21,12293
8711,2023-06-23 17:16:00,570,5,10,9528
8706,2023-06-23 07:16:00,1194,3,32,16046
8700,2023-06-22 23:16:00,318,3,5,4892
8694,2023-06-22 13:16:00,527,3,6,8755
8686,2023-06-21 20:16:00,1851,5,68,35535
8679,2023-06-21 08:16:00,786,5,11,11871
8677,2023-06-20 18:16:00,682,0,14,10263
8673,2023-06-20 10:16:01,499,3,13,6488
8672,2023-06-19 21:16:00,745,0,12,11432
8665,2023-06-19 09:16:00,717,0,15,10881
8660,2023-06-18 19:16:00,791,6,12,11730
8659,2023-06-18 11:16:00,943,1,14,12571
8652,2023-06-17 20:16:00,1283,6,37,25279
8649,2023-06-17 10:16:00,767,0,20,11593
8642,2023-06-16 15:16:00,655,2,12,9913
8620,2023-06-16 03:16:00,635,1,11,9320
8610,2023-06-15 16:16:00,997,1,38,14435
8608,2023-06-15 05:16:00,1052,2,36,14903
8606,2023-06-14 17:16:00,498,0,7,7564
8601,2023-06-14 07:16:00,648,1,7,8825
8599,2023-06-13 18:16:00,501,0,12,8033
8587,2023-06-13 09:16:00,772,0,14,11158
8579,2023-06-12 19:16:00,879,2,22,13789
8567,2023-06-12 04:16:00,967,1,23,15380
8557,2023-06-11 17:16:00,891,0,20,12425
8530,2023-06-11 00:16:00,871,15,78,41757
8529,2023-06-10 16:16:00,615,0,16,10031
8524,2023-06-10 06:16:00,1083,19,44,15250
8521,2023-06-09 19:16:00,1175,2,26,15612
8515,2023-06-09 07:16:00,452,1,10,8246
8510,2023-06-08 15:16:00,448,1,7,5884
8505,2023-06-08 05:16:00,631,2,13,10730
8501,2023-06-07 18:16:00,469,2,16,6521
8484,2023-06-07 08:16:00,762,2,21,13172
8481,2023-06-06 21:16:00,1771,5,75,37769
8478,2023-06-06 13:16:00,523,0,15,6890
8471,2023-06-05 23:16:00,725,2,12,11339
8465,2023-06-05 11:16:00,963,3,23,15508
8454,2023-06-04 19:16:00,685,13,28,9547
8451,2023-06-04 07:16:00,760,2,20,10822
8448,2023-06-03 16:16:00,594,0,17,9363
8440,2023-06-03 03:16:00,809,1,18,10562
8436,2023-06-02 18:16:00,678,0,8,8994
8429,2023-06-02 09:28:00,513,0,14,8006
8426,2023-06-01 21:16:00,1022,1,17,13158
8422,2023-06-01 12:16:01,675,2,5,9775
8402,2023-05-31 20:16:00,1410,3,37,21149
8399,2023-05-31 12:16:00,751,0,17,9781
8384,2023-05-30 21:16:00,728,7,20,9990
8380,2023-05-30 10:16:00,752,3,17,10321
8366,2023-05-29 17:16:00,698,3,21,8733
8356,2023-05-29 07:16:00,1220,4,37,15325
8345,2023-05-28 18:16:00,501,1,11,6261
8339,2023-05-28 10:16:00,564,2,10,8208
8309,2023-05-27 19:16:00,1812,26,143,49571
8297,2023-05-27 12:16:00,847,12,20,12786
8290,2023-05-26 23:16:00,1072,6,33,14476
8282,2023-05-26 11:16:00,416,0,14,7590
8280,2023-05-25 21:16:00,887,2,18,11156
8267,2023-05-25 06:16:00,1299,5,39,21245
8262,2023-05-24 14:16:00,746,2,20,10024
8259,2023-05-24 04:16:00,616,2,11,9632
8250,2023-05-23 16:16:00,451,1,6,7752
8246,2023-05-23 07:16:00,807,2,19,11139
8233,2023-05-22 18:16:00,1134,2,42,14708
8226,2023-05-22 10:16:00,1192,3,31,20180
8223,2023-05-21 20:16:00,790,1,21,13097
8218,2023-05-21 09:16:00,655,1,17,9913
8208,2023-05-20 15:16:00,1173,5,44,14743
8204,2023-05-20 03:16:00,1001,3,25,12233
8194,2023-05-19 17:16:00,580,3,11,8003
8162,2023-05-19 07:16:00,1642,27,114,28474
8160,2023-05-18 19:16:00,819,1,22,11453
8155,2023-05-18 08:16:00,613,0,19,7174
8148,2023-05-17 16:16:00,567,5,11,7369
8135,2023-05-17 07:16:00,1011,4,34,14371
8131,2023-05-16 18:16:00,1284,3,38,23221
8122,2023-05-16 06:16:00,742,1,12,8520
8118,2023-05-15 17:16:00,811,0,46,9505
8111,2023-05-15 09:16:00,589,3,15,8595
8104,2023-05-14 18:16:00,750,4,19,9200
8099,2023-05-14 12:16:00,517,4,17,7116
8095,2023-05-13 23:16:00,554,1,15,7393
8086,2023-05-13 09:16:00,594,4,15,6827
8081,2023-05-12 22:16:00,543,4,5,6995
8080,2023-05-12 14:16:00,787,0,23,9316
8075,2023-05-11 20:16:00,543,0,10,6643
8068,2023-05-11 08:16:00,482,0,9,6718
8067,2023-05-10 19:16:00,430,0,15,5657
8059,2023-05-10 10:16:00,502,1,14,6358
8053,2023-05-09 21:16:00,626,0,11,6462
8046,2023-05-09 12:16:00,466,2,6,6006
8024,2023-05-08 17:16:00,535,2,16,6257
8017,2023-05-08 09:16:00,488,0,9,6521
7990,2023-05-07 16:23:15,933,9,52,14871
7983,2023-05-07 07:16:00,470,1,8,5832
7979,2023-05-06 18:16:00,485,0,14,6366
7976,2023-05-06 10:16:00,534,0,10,6618
7973,2023-05-05 19:16:00,529,1,10,5994
7966,2023-05-05 07:16:00,606,3,11,6584
7956,2023-05-04 14:16:00,497,5,13,6646
7952,2023-05-04 03:16:00,1793,8,49,40428
7946,2023-05-03 15:16:00,583,0,15,7169
7934,2023-05-03 07:16:00,554,4,7,7389
7930,2023-05-02 17:16:01,524,3,10,6143
7922,2023-05-02 09:16:00,602,2,21,7596
7915,2023-05-01 18:16:00,762,9,21,9273
7907,2023-05-01 11:16:00,496,3,10,6886
7904,2023-04-30 17:16:00,545,0,17,6394
7902,2023-04-30 04:16:00,623,1,20,7161
7900,2023-04-29 16:16:00,428,0,9,6049
7897,2023-04-29 08:16:00,2149,6,75,37709
7894,2023-04-28 20:16:00,518,1,19,6658
7891,2023-04-28 12:16:00,553,2,14,7265
7888,2023-04-27 19:16:00,857,2,21,7985
7883,2023-04-27 09:16:00,705,2,19,7652
7879,2023-04-26 18:16:00,919,3,44,10516
7868,2023-04-26 10:16:00,641,2,11,7760
7864,2023-04-25 17:16:00,418,1,7,6264
7863,2023-04-25 00:16:00,607,0,12,7744
7859,2023-04-24 15:16:00,618,3,10,7577
7857,2023-04-24 07:16:00,563,0,11,7707
7855,2023-04-23 14:16:00,656,2,28,7586
7851,2023-04-23 06:16:00,584,1,14,6485
7850,2023-04-22 19:16:00,583,1,16,5964
7836,2023-04-22 11:16:00,590,4,16,7330
7829,2023-04-21 18:16:00,688,5,23,8344
7823,2023-04-21 08:16:00,497,2,19,6865
7819,2023-04-20 21:16:00,572,1,26,7095
7812,2023-04-20 10:16:00,701,5,19,7571
7806,2023-04-19 17:16:00,551,0,13,6313
7801,2023-04-19 05:16:00,633,3,19,7612
7797,2023-04-18 16:16:00,480,1,10,6270
7796,2023-04-18 09:16:00,656,0,17,7504
7792,2023-04-17 18:16:00,563,3,9,7340
7785,2023-04-17 07:16:00,1880,4,87,39405
7777,2023-04-16 19:16:00,567,4,9,7970
7775,2023-04-16 13:16:00,483,2,10,7087
7768,2023-04-15 17:16:00,573,0,10,7449
7766,2023-04-15 01:16:00,521,1,23,7643
7760,2023-04-14 16:16:00,512,2,6,6325
7757,2023-04-14 06:16:00,1527,1,38,38232
7756,2023-04-13 19:16:00,660,0,18,7934
7748,2023-04-13 12:16:00,588,4,21,8093
7738,2023-04-12 18:16:00,736,2,25,8412
7732,2023-04-12 08:16:00,670,3,16,7334
7730,2023-04-11 20:16:01,500,0,9,6275
7722,2023-04-11 12:16:00,532,2,13,6538
7720,2023-04-10 23:16:00,491,0,10,5984
7711,2023-04-10 11:16:00,532,2,19,6502
7709,2023-04-09 21:16:00,669,0,18,7507
7704,2023-04-09 13:16:00,533,1,13,6290
7699,2023-04-08 23:16:00,467,3,18,6611
7697,2023-04-08 11:16:00,705,1,27,7740
7694,2023-04-07 19:16:00,592,2,33,7203
7685,2023-04-07 08:16:00,496,3,15,6345
7673,2023-04-06 20:16:00,705,12,31,7730
7663,2023-04-06 09:16:00,570,2,17,7101
7654,2023-04-05 17:16:00,793,5,25,9127
7652,2023-04-05 07:16:00,632,0,16,6993
7647,2023-04-04 16:16:00,632,2,22,6980
7645,2023-04-04 04:16:00,689,1,13,7247
7636,2023-04-03 18:16:00,554,4,8,6570
7634,2023-04-03 10:16:00,579,1,13,7070
7626,2023-04-02 20:16:00,511,2,14,6905
7621,2023-04-02 13:16:00,519,3,15,6611
7617,2023-04-01 23:16:00,585,2,16,6947
7601,2023-04-01 12:16:00,1662,2,35,31260
7588,2023-03-31 19:16:01,720,15,41,8745
7582,2023-03-31 09:16:00,1765,4,58,49308
7580,2023-03-30 20:16:00,678,0,13,7188
7579,2023-03-30 10:16:00,716,0,17,8199
7577,2023-03-29 18:16:00,721,1,16,7475
7568,2023-03-29 05:16:00,669,2,17,7089
7565,2023-03-28 21:16:00,337,1,22,6196
7563,2023-03-28 16:16:00,533,0,7,6250
7561,2023-03-28 07:16:00,572,0,8,6725
7560,2023-03-27 21:16:00,751,1,25,7703
7553,2023-03-27 11:16:00,575,2,10,6340
7534,2023-03-26 23:16:00,745,5,17,8270
7533,2023-03-26 14:16:00,577,1,21,6986
7525,2023-03-25 22:16:00,667,2,15,7293
7518,2023-03-25 14:16:00,539,3,16,6431
7513,2023-03-24 21:16:00,1416,3,41,36819
